Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0020984,SER-0020984,Server,Dell,PowerEdge R650,3QZBS6K7XG,2024-01-06,2024-01-25,2029-01-23,2028-06-30,Supported,In Service,LOC-0003,Retail Banking,High,Production,10500
AST-0020985,SER-0020985,Server,Lenovo,ThinkSystem SR650 V2,HKX63GVOZ0,2025-03-14,2025-03-30,2028-03-29,2028-04-30,EOL within 24 months,Quarantined,LOC-0072,Retail Banking,Low,Production,12000
AST-0020986,SER-0020986,Server,HPE,ProLiant DL380 Gen11,YA8MRGW7U7,2025-07-01,2025-08-06,2029-08-05,2029-11-30,Supported,Quarantined,LOC-0066,Capital Markets,High,Production,14000
AST-0020987,SER-0020987,Server,HPE,ProLiant DL380 Gen11,2FD2XGP6Z8,2024-02-05,2024-02-14,2028-02-13,2029-11-30,Supported,Planned Refresh,LOC-0119,Data & Analytics,High,Production,14000
AST-0020988,SER-0020988,Server,Dell,PowerEdge R650,IAQVF0XGCR,2021-06-04,2021-07-16,2026-07-15,2028-06-30,Supported,Retired,LOC-0040,Commercial Banking,High,Production,10500
AST-0020989,SER-0020989,Server,HPE,ProLiant DL380 Gen10,A6PYM5H13N,2018-12-29,2019-01-02,2024-01-01,2027-07-31,EOL within 24 months,In Service,LOC-0025,Technology,Medium,Production,11500
AST-0020990,SER-0020990,Server,HPE,ProLiant DL380 Gen10,29VH8FG6C1,2024-05-30,2024-06-21,2028-06-20,2027-07-31,EOL within 24 months,Retired,LOC-0146,Capital Markets,Low,Production,11500
AST-0020991,SER-0020991,Server,Dell,PowerEdge R650,J8HT5Q1SGS,2022-09-04,2022-09-10,2026-09-09,2028-06-30,Supported,Retired,LOC-0026,Retail Banking,High,Production,10500
AST-0020992,SER-0020992,Server,HPE,ProLiant DL380 Gen11,B80NUPZAUV,2023-03-02,2023-03-31,2028-03-29,2029-11-30,Supported,Quarantined,LOC-0075,Cybersecurity,Medium,Production,14000
AST-0020993,SER-0020993,Server,Dell,PowerEdge R650,A4P23XQ0EQ,2022-04-28,2022-06-10,2026-06-09,2028-06-30,Supported,In Service,LOC-0007,Wealth Management,High,Production,10500
AST-0020994,SER-0020994,Server,Dell,PowerEdge R750,9KMDIK7G9W,2023-11-16,2023-12-19,2028-12-17,2028-06-30,Supported,In Service,LOC-0117,Retail Banking,Critical,Production,13000
AST-0020995,SER-0020995,Server,HPE,ProLiant DL380 Gen11,VUV597IXMU,2025-04-20,2025-05-05,2029-05-04,2029-11-30,Supported,Planned Refresh,LOC-0097,Human Resources,High,Production,14000
AST-0020996,SER-0020996,Server,HPE,ProLiant DL380 Gen11,AODJBN7454,2025-11-26,2025-12-22,2030-12-21,2029-11-30,Supported,In Service,LOC-0035,Commercial Banking,Critical,Production,14000
AST-0020997,SER-0020997,Server,Dell,PowerEdge R650,1O15CC6LN7,2022-04-19,2022-05-29,2025-05-28,2028-06-30,Supported,Quarantined,LOC-0046,Operations,Critical,Production,10500
AST-0020998,SER-0020998,Server,Dell,PowerEdge R750,492XX66BT2,2022-12-11,2023-01-05,2028-01-04,2028-06-30,Supported,In Service,LOC-0150,Operations,Medium,Production,13000
AST-0020999,SER-0020999,Server,Lenovo,ThinkSystem SR650 V2,N8058DVW3A,2023-04-03,2023-04-18,2028-04-16,2028-04-30,EOL within 24 months,In Service,LOC-0074,Human Resources,Low,Production,12000
AST-0021000,SER-0021000,Server,Dell,PowerEdge R750,4HD3S137WM,2022-01-25,2022-01-29,2027-01-28,2028-06-30,Supported,Planned Refresh,LOC-0045,Operations,High,Production,13000
AST-0021001,SER-0021001,Server,Dell,PowerEdge R650,QF00M4AZG1,2026-04-14,2026-05-23,2029-05-22,2028-06-30,Supported,Retired,LOC-0135,Retail Banking,Medium,Production,10500
AST-0021002,SER-0021002,Server,HPE,ProLiant DL380 Gen11,H18KLT9O0U,2023-03-21,2023-04-19,2028-04-17,2029-11-30,Supported,In Service,LOC-0140,Commercial Banking,High,Production,14000
AST-0021003,SER-0021003,Server,Lenovo,ThinkSystem SR650 V2,LTX166ZJ8G,2024-12-24,2025-01-17,2029-01-16,2028-04-30,EOL within 24 months,In Service,LOC-0063,Cybersecurity,High,Production,12000
AST-0021004,SER-0021004,Server,HPE,ProLiant DL380 Gen11,03E3YSE0A6,2025-04-21,2025-05-17,2030-05-16,2029-11-30,Supported,In Service,LOC-0139,Retail Banking,Medium,Production,14000
AST-0021005,SER-0021005,Server,HPE,ProLiant DL380 Gen11,JO1BPJ3VNA,2025-05-10,2025-05-31,2030-05-30,2029-11-30,Supported,In Service,LOC-0053,Retail Banking,Low,Production,14000
AST-0021006,SER-0021006,Server,Dell,PowerEdge R750,GCWXNUVTHB,2025-02-14,2025-02-15,2028-02-15,2028-06-30,Supported,Retired,LOC-0054,Retail Banking,Low,Production,13000
AST-0021007,SER-0021007,Server,Lenovo,ThinkSystem SR650 V2,22G7FYAJUB,2024-10-23,2024-11-03,2027-11-03,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0126,Retail Banking,Critical,Production,12000
AST-0021008,SER-0021008,Server,HPE,ProLiant DL380 Gen10,HDOH3XKUUP,2019-11-12,2019-12-19,2022-12-18,2027-07-31,EOL within 24 months,Retired,LOC-0022,Risk,High,Production,11500
AST-0021009,SER-0021009,Server,Dell,PowerEdge R750,EMH22ZY7ZX,2025-06-03,2025-06-07,2028-06-06,2028-06-30,Supported,Retired,LOC-0032,Retail Banking,Critical,Production,13000
AST-0021010,SER-0021010,Server,HPE,ProLiant DL380 Gen11,WBNCRQ8PDO,2023-12-09,2023-12-23,2026-12-22,2029-11-30,Supported,In Service,LOC-0132,Operations,Medium,Production,14000
AST-0021011,SER-0021011,Server,HPE,ProLiant DL380 Gen10,BRBOYBLRZI,2021-04-13,2021-04-20,2026-04-19,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0025,Technology,Medium,Production,11500
AST-0021012,SER-0021012,Server,HPE,ProLiant DL380 Gen11,FXOIDHCNCB,2023-08-26,2023-09-25,2027-09-24,2029-11-30,Supported,In Service,LOC-0109,Operations,High,Production,14000
AST-0021013,SER-0021013,Server,Dell,PowerEdge R750,C728KBID5Q,2025-02-03,2025-03-09,2029-03-08,2028-06-30,Supported,Planned Refresh,LOC-0061,Technology,Low,Production,13000
AST-0021014,SER-0021014,Server,Lenovo,ThinkSystem SR650 V2,4KGYPX994Y,2021-12-16,2021-12-24,2024-12-23,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0115,Commercial Banking,High,Production,12000
AST-0021015,SER-0021015,Server,HPE,ProLiant DL380 Gen10,BRAOZEWT1Q,2020-05-04,2020-06-01,2023-06-01,2027-07-31,EOL within 24 months,In Service,LOC-0012,Commercial Banking,Medium,Production,11500
AST-0021016,SER-0021016,Server,HPE,ProLiant DL380 Gen10,6055H6VCWM,2026-01-16,2026-02-22,2029-02-21,2027-07-31,EOL within 24 months,In Service,LOC-0132,Retail Banking,High,Production,11500
AST-0021017,SER-0021017,Server,Lenovo,ThinkSystem SR650 V2,ZD9KHQD302,2022-03-09,2022-04-14,2026-04-13,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0138,Data & Analytics,Critical,Production,12000
AST-0021018,SER-0021018,Server,HPE,ProLiant DL380 Gen11,9HBAV2P0MD,2025-04-10,2025-04-27,2030-04-26,2029-11-30,Supported,In Service,LOC-0077,Risk,Low,Production,14000
AST-0021019,SER-0021019,Server,HPE,ProLiant DL380 Gen11,WKGCMLG1MP,2024-12-23,2025-01-12,2028-01-12,2029-11-30,Supported,Retired,LOC-0042,Commercial Banking,Low,Production,14000
AST-0021020,SER-0021020,Server,HPE,ProLiant DL380 Gen10,X5RFMP756M,2021-02-16,2021-03-11,2026-03-10,2027-07-31,EOL within 24 months,In Service,LOC-0136,Retail Banking,Medium,Production,11500
AST-0021021,SER-0021021,Server,Dell,PowerEdge R750,GEKJVJDOV4,2024-09-09,2024-10-24,2028-10-23,2028-06-30,Supported,Retired,LOC-0121,Treasury,Low,Production,13000
AST-0021022,SER-0021022,Server,HPE,ProLiant DL380 Gen11,0361G8W1B8,2025-03-14,2025-04-01,2029-03-31,2029-11-30,Supported,In Service,LOC-0052,Data & Analytics,Medium,Production,14000
AST-0021023,SER-0021023,Server,HPE,ProLiant DL380 Gen11,X5N4OE0DGO,2025-10-25,2025-11-09,2029-11-08,2029-11-30,Supported,Quarantined,LOC-0060,Capital Markets,Medium,Production,14000
AST-0021024,SER-0021024,Server,HPE,ProLiant DL380 Gen11,7EIFLE1CFZ,2023-08-31,2023-10-09,2027-10-08,2029-11-30,Supported,Retired,LOC-0004,Technology,Medium,Production,14000
AST-0021025,SER-0021025,Server,HPE,ProLiant DL380 Gen11,5GWW3YADQK,2025-09-24,2025-10-31,2029-10-30,2029-11-30,Supported,Planned Refresh,LOC-0127,Retail Banking,High,Production,14000
AST-0021026,SER-0021026,Server,HPE,ProLiant DL380 Gen10,DHS6CP6ULW,2022-01-17,2022-02-03,2026-02-02,2027-07-31,EOL within 24 months,Quarantined,LOC-0039,Retail Banking,Medium,Production,11500
AST-0021027,SER-0021027,Server,Dell,PowerEdge R750,FPI4C41KMY,2025-09-17,2025-10-08,2030-10-07,2028-06-30,Supported,In Service,LOC-0095,Wealth Management,Low,Production,13000
AST-0021028,SER-0021028,Server,Dell,PowerEdge R650,SO3MWAU3SM,2023-07-01,2023-07-09,2028-07-07,2028-06-30,Supported,Planned Refresh,LOC-0137,Wealth Management,High,Production,10500
AST-0021029,SER-0021029,Server,Lenovo,ThinkSystem SR650 V2,VGGOWRO31G,2024-11-25,2025-01-05,2029-01-04,2028-04-30,EOL within 24 months,Retired,LOC-0118,Retail Banking,Medium,Production,12000
AST-0021030,SER-0021030,Server,Lenovo,ThinkSystem SR650 V2,BVBRMZMG84,2025-04-02,2025-04-09,2028-04-08,2028-04-30,EOL within 24 months,Retired,LOC-0070,Operations,Critical,Production,12000
AST-0021031,SER-0021031,Server,HPE,ProLiant DL380 Gen11,3ZWS75GYU1,2023-03-07,2023-03-16,2027-03-15,2029-11-30,Supported,In Service,LOC-0127,Technology,Medium,Production,14000
AST-0021032,SER-0021032,Server,Dell,PowerEdge R650,WF7VXIKQ0F,2025-12-29,2026-01-26,2029-01-25,2028-06-30,Supported,Quarantined,LOC-0011,Technology,High,Production,10500
AST-0021033,SER-0021033,Server,HPE,ProLiant DL380 Gen10,KFK0T9H8MH,2023-11-18,2023-11-23,2027-11-22,2027-07-31,EOL within 24 months,Quarantined,LOC-0013,Cybersecurity,Medium,Production,11500
AST-0021034,SER-0021034,Server,Lenovo,ThinkSystem SR650 V2,6HCO8MDDCH,2021-11-04,2021-11-20,2025-11-19,2028-04-30,EOL within 24 months,Quarantined,LOC-0125,Commercial Banking,Medium,Production,12000
AST-0021035,SER-0021035,Server,Dell,PowerEdge R750,RSFRZXBBYG,2023-01-12,2023-01-30,2028-01-29,2028-06-30,Supported,In Service,LOC-0111,Commercial Banking,Low,Production,13000
AST-0021036,SER-0021036,Server,Dell,PowerEdge R650,V5UL7HEURT,2025-07-23,2025-08-24,2030-08-23,2028-06-30,Supported,In Service,LOC-0053,Treasury,Critical,Production,10500
AST-0021037,SER-0021037,Server,HPE,ProLiant DL380 Gen11,8RJU3SZAI2,2024-09-30,2024-11-09,2029-11-08,2029-11-30,Supported,Quarantined,LOC-0142,Technology,Low,Production,14000
AST-0021038,SER-0021038,Server,Dell,PowerEdge R750,49U8U1YPR9,2021-11-08,2021-11-17,2026-11-16,2028-06-30,Supported,Quarantined,LOC-0117,Technology,High,Production,13000
AST-0021039,SER-0021039,Server,Dell,PowerEdge R650,RRZKB79B5R,2025-07-10,2025-08-16,2028-08-15,2028-06-30,Supported,Planned Refresh,LOC-0033,Capital Markets,Medium,Production,10500
AST-0021040,SER-0021040,Server,Dell,PowerEdge R650,QYNCNPPM31,2023-05-23,2023-06-27,2028-06-25,2028-06-30,Supported,In Service,LOC-0098,Retail Banking,High,Production,10500
AST-0021041,SER-0021041,Server,HPE,ProLiant DL380 Gen10,KDMGJ6FXMA,2021-02-21,2021-03-07,2024-03-06,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0104,Retail Banking,Low,Production,11500
AST-0021042,SER-0021042,Server,Dell,PowerEdge R750,BCOZI5WTNT,2024-06-21,2024-06-24,2029-06-23,2028-06-30,Supported,Quarantined,LOC-0095,Retail Banking,High,Production,13000
AST-0021043,SER-0021043,Server,HPE,ProLiant DL380 Gen10,IUH4P1U40M,2018-04-15,2018-05-04,2022-05-03,2027-07-31,EOL within 24 months,In Service,LOC-0133,Retail Banking,High,Production,11500
AST-0021044,SER-0021044,Server,Dell,PowerEdge R650,JZA3CNG7MM,2023-09-02,2023-09-21,2028-09-19,2028-06-30,Supported,In Service,LOC-0143,Technology,Low,Production,10500
AST-0021045,SER-0021045,Server,HPE,ProLiant DL380 Gen11,7YQTQE8CFM,2024-11-23,2024-12-06,2029-12-05,2029-11-30,Supported,Retired,LOC-0019,Technology,Low,Production,14000
AST-0021046,SER-0021046,Server,HPE,ProLiant DL380 Gen11,UQ96ICZDA7,2025-12-12,2025-12-25,2028-12-24,2029-11-30,Supported,In Service,LOC-0135,Commercial Banking,High,Production,14000
AST-0021047,SER-0021047,Server,HPE,ProLiant DL380 Gen11,NOLLB84G40,2024-05-03,2024-05-13,2028-05-12,2029-11-30,Supported,In Service,LOC-0030,Wealth Management,Low,Production,14000
AST-0021048,SER-0021048,Server,Dell,PowerEdge R750,FFVVL6C2TR,2024-03-10,2024-04-16,2029-04-15,2028-06-30,Supported,Quarantined,LOC-0090,Retail Banking,Low,Production,13000
AST-0021049,SER-0021049,Server,Lenovo,ThinkSystem SR650 V2,A4L92IO1KE,2024-08-13,2024-09-18,2027-09-18,2028-04-30,EOL within 24 months,Retired,LOC-0153,Retail Banking,High,Production,12000
AST-0021050,SER-0021050,Server,Lenovo,ThinkSystem SR650 V2,OLA00MFPUQ,2023-10-21,2023-10-27,2027-10-26,2028-04-30,EOL within 24 months,Quarantined,LOC-0018,Retail Banking,Low,Production,12000
AST-0021051,SER-0021051,Server,HPE,ProLiant DL380 Gen10,QUP6KK8S23,2024-03-05,2024-03-07,2028-03-06,2027-07-31,EOL within 24 months,Retired,LOC-0018,Capital Markets,Medium,Production,11500
AST-0021052,SER-0021052,Server,Lenovo,ThinkSystem SR650 V2,5EWFYARA3U,2025-09-23,2025-11-02,2029-11-01,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0107,Technology,High,Production,12000
AST-0021053,SER-0021053,Server,Lenovo,ThinkSystem SR650 V2,5ORDVDJNDR,2024-05-28,2024-06-14,2029-06-13,2028-04-30,EOL within 24 months,In Service,LOC-0145,Commercial Banking,Medium,Production,12000
AST-0021054,SER-0021054,Server,Lenovo,ThinkSystem SR650 V2,EG4U3MGQNU,2025-01-21,2025-01-26,2028-01-26,2028-04-30,EOL within 24 months,Quarantined,LOC-0091,Technology,Low,Production,12000
AST-0021055,SER-0021055,Server,Dell,PowerEdge R650,TQZ5VE853Z,2024-12-02,2025-01-15,2029-01-14,2028-06-30,Supported,In Service,LOC-0091,Legal & Compliance,Low,Production,10500
AST-0021056,SER-0021056,Server,Dell,PowerEdge R650,1UZBYNWUNR,2025-11-08,2025-12-20,2030-12-19,2028-06-30,Supported,Quarantined,LOC-0112,Retail Banking,Critical,Production,10500
AST-0021057,SER-0021057,Server,HPE,ProLiant DL380 Gen10,RD1460KUG4,2020-05-05,2020-06-09,2024-06-08,2027-07-31,EOL within 24 months,Retired,LOC-0131,Retail Banking,High,Production,11500
AST-0021058,SER-0021058,Server,Lenovo,ThinkSystem SR650 V2,MY5DBAEO2Z,2025-12-12,2025-12-14,2030-12-13,2028-04-30,EOL within 24 months,Quarantined,LOC-0007,Retail Banking,Low,Production,12000
AST-0021059,SER-0021059,Server,Dell,PowerEdge R750,IZK5ZK73RR,2025-07-20,2025-08-01,2028-07-31,2028-06-30,Supported,In Service,LOC-0030,Operations,High,Production,13000
AST-0021060,SER-0021060,Server,Lenovo,ThinkSystem SR650 V2,LAK8KYZEQ0,2024-06-21,2024-07-30,2029-07-29,2028-04-30,EOL within 24 months,Retired,LOC-0112,Finance,High,Production,12000
AST-0021061,SER-0021061,Server,Lenovo,ThinkSystem SR650 V2,UBHU8MR6F5,2022-07-31,2022-09-03,2025-09-02,2028-04-30,EOL within 24 months,In Service,LOC-0119,Retail Banking,Critical,Production,12000
AST-0021062,SER-0021062,Server,Dell,PowerEdge R650,NWOYQ6MIGR,2023-02-14,2023-03-31,2026-03-30,2028-06-30,Supported,In Service,LOC-0150,Risk,Medium,Production,10500
AST-0021063,SER-0021063,Server,Lenovo,ThinkSystem SR650 V2,8Q5ZX70183,2024-12-19,2025-01-28,2029-01-27,2028-04-30,EOL within 24 months,In Service,LOC-0153,Commercial Banking,High,Production,12000
AST-0021064,SER-0021064,Server,Lenovo,ThinkSystem SR650 V2,3USKXGON2X,2021-06-30,2021-07-07,2025-07-06,2028-04-30,EOL within 24 months,Quarantined,LOC-0033,Finance,High,Production,12000
AST-0021065,SER-0021065,Server,HPE,ProLiant DL380 Gen10,D1HVP7XM87,2019-01-13,2019-02-12,2023-02-11,2027-07-31,EOL within 24 months,In Service,LOC-0159,Technology,Medium,Production,11500
AST-0021066,SER-0021066,Server,HPE,ProLiant DL380 Gen11,ZOAUXT731P,2024-11-26,2024-12-14,2028-12-13,2029-11-30,Supported,Quarantined,LOC-0038,Risk,Low,Production,14000
AST-0021067,SER-0021067,Server,Lenovo,ThinkSystem SR650 V2,A2CZQD75PF,2024-09-25,2024-10-05,2027-10-05,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0014,Wealth Management,High,Production,12000
AST-0021068,SER-0021068,Server,HPE,ProLiant DL380 Gen10,IMAW1G7SFM,2018-12-03,2019-01-17,2022-01-16,2027-07-31,EOL within 24 months,In Service,LOC-0054,Commercial Banking,Medium,Production,11500
AST-0021069,SER-0021069,Server,HPE,ProLiant DL380 Gen10,2FZITX52DV,2022-07-16,2022-08-25,2027-08-24,2027-07-31,EOL within 24 months,In Service,LOC-0034,Technology,Critical,Production,11500
AST-0021070,SER-0021070,Server,HPE,ProLiant DL380 Gen11,92CIGDO0K2,2023-08-27,2023-09-16,2028-09-14,2029-11-30,Supported,In Service,LOC-0145,Wealth Management,Critical,Production,14000
AST-0021071,SER-0021071,Server,HPE,ProLiant DL380 Gen11,R1RTZEI39P,2022-12-24,2022-12-27,2025-12-26,2029-11-30,Supported,In Service,LOC-0137,Risk,Medium,Production,14000
AST-0021072,SER-0021072,Server,Dell,PowerEdge R650,DWGXR6FUOS,2022-06-12,2022-07-24,2025-07-23,2028-06-30,Supported,Retired,LOC-0058,Wealth Management,Medium,Production,10500
AST-0021073,SER-0021073,Server,HPE,ProLiant DL380 Gen10,G4FB6WAAR8,2021-05-26,2021-07-08,2025-07-07,2027-07-31,EOL within 24 months,Retired,LOC-0010,Retail Banking,Medium,Production,11500
AST-0021074,SER-0021074,Server,Dell,PowerEdge R750,SNBW9V97P8,2025-11-10,2025-12-12,2029-12-11,2028-06-30,Supported,Planned Refresh,LOC-0040,Technology,Critical,Production,13000
AST-0021075,SER-0021075,Server,Lenovo,ThinkSystem SR650 V2,SBBEDWBWG6,2022-09-19,2022-10-07,2026-10-06,2028-04-30,EOL within 24 months,Retired,LOC-0102,Technology,Critical,Production,12000
AST-0021076,SER-0021076,Server,HPE,ProLiant DL380 Gen11,RP94RA8KMN,2025-04-21,2025-05-31,2030-05-30,2029-11-30,Supported,Quarantined,LOC-0094,Technology,Low,Production,14000
AST-0021077,SER-0021077,Server,Dell,PowerEdge R650,8N3XLMJGNQ,2024-01-14,2024-02-25,2028-02-24,2028-06-30,Supported,In Service,LOC-0134,Data & Analytics,Low,Production,10500
AST-0021078,SER-0021078,Server,Lenovo,ThinkSystem SR650 V2,RL2W6RVEWH,2023-12-14,2023-12-28,2026-12-27,2028-04-30,EOL within 24 months,In Service,LOC-0144,Retail Banking,High,Production,12000
AST-0021079,SER-0021079,Server,Dell,PowerEdge R750,WYLQ6CU238,2023-10-27,2023-11-14,2028-11-12,2028-06-30,Supported,In Service,LOC-0147,Retail Banking,High,Production,13000
AST-0021080,SER-0021080,Server,HPE,ProLiant DL380 Gen11,8X7EJZ15VQ,2026-05-10,2026-06-23,2030-06-22,2029-11-30,Supported,In Service,LOC-0026,Wealth Management,Medium,Production,14000
AST-0021081,SER-0021081,Server,Lenovo,ThinkSystem SR650 V2,L7OT2VN5OF,2024-11-10,2024-12-12,2029-12-11,2028-04-30,EOL within 24 months,Quarantined,LOC-0043,Commercial Banking,High,Production,12000
AST-0021082,SER-0021082,Server,Lenovo,ThinkSystem SR650 V2,AMO0UH7D09,2022-06-19,2022-07-28,2025-07-27,2028-04-30,EOL within 24 months,Retired,LOC-0057,Capital Markets,High,Production,12000
AST-0021083,SER-0021083,Server,HPE,ProLiant DL380 Gen11,DFAIOBEDF3,2023-02-25,2023-03-07,2028-03-05,2029-11-30,Supported,In Service,LOC-0115,Wealth Management,Medium,Production,14000
AST-0021084,SER-0021084,Server,Dell,PowerEdge R650,EUZ5IQ1QNS,2022-01-16,2022-02-09,2026-02-08,2028-06-30,Supported,Retired,LOC-0088,Retail Banking,Low,Production,10500
AST-0021085,SER-0021085,Server,HPE,ProLiant DL380 Gen10,BPJ2FIV4T1,2019-06-04,2019-07-17,2022-07-16,2027-07-31,EOL within 24 months,In Service,LOC-0130,Retail Banking,Medium,Production,11500
AST-0021086,SER-0021086,Server,HPE,ProLiant DL380 Gen10,GVSFNEOS2M,2020-10-21,2020-11-01,2024-10-31,2027-07-31,EOL within 24 months,Quarantined,LOC-0033,Retail Banking,Medium,Production,11500
AST-0021087,SER-0021087,Server,Dell,PowerEdge R750,DGFA664Q7U,2023-04-24,2023-06-02,2026-06-01,2028-06-30,Supported,Planned Refresh,LOC-0105,Retail Banking,Medium,Production,13000
AST-0021088,SER-0021088,Server,Lenovo,ThinkSystem SR650 V2,YBRGKKGBA8,2025-12-06,2025-12-27,2030-12-26,2028-04-30,EOL within 24 months,In Service,LOC-0066,Technology,High,Production,12000
AST-0021089,SER-0021089,Server,HPE,ProLiant DL380 Gen10,GU7ZKL2HXB,2025-11-16,2025-12-12,2029-12-11,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0119,Treasury,Critical,Production,11500
AST-0021090,SER-0021090,Server,Dell,PowerEdge R750,KAD3ZV1OFF,2025-03-31,2025-04-28,2029-04-27,2028-06-30,Supported,Retired,LOC-0048,Capital Markets,Low,Production,13000
AST-0021091,SER-0021091,Server,HPE,ProLiant DL380 Gen10,KX0WJ3FKNU,2023-02-22,2023-03-04,2028-03-02,2027-07-31,EOL within 24 months,In Service,LOC-0003,Technology,Critical,Production,11500
AST-0021092,SER-0021092,Server,HPE,ProLiant DL380 Gen10,JGTBNMM46U,2020-05-17,2020-06-21,2023-06-21,2027-07-31,EOL within 24 months,Quarantined,LOC-0097,Wealth Management,Medium,Production,11500
AST-0021093,SER-0021093,Server,HPE,ProLiant DL380 Gen11,CU6M5DD9N4,2023-03-07,2023-03-12,2027-03-11,2029-11-30,Supported,Quarantined,LOC-0121,Retail Banking,High,Production,14000
AST-0021094,SER-0021094,Server,Dell,PowerEdge R650,JK2PRS8E39,2022-09-20,2022-10-25,2027-10-24,2028-06-30,Supported,Retired,LOC-0090,Commercial Banking,Medium,Production,10500
AST-0021095,SER-0021095,Server,Dell,PowerEdge R750,VRUE93ICSQ,2026-03-27,2026-05-05,2029-05-04,2028-06-30,Supported,In Service,LOC-0110,Technology,Medium,Production,13000
AST-0021096,SER-0021096,Server,HPE,ProLiant DL380 Gen11,AMOVM58ECK,2023-10-18,2023-10-25,2028-10-23,2029-11-30,Supported,Quarantined,LOC-0022,Commercial Banking,High,Production,14000
AST-0021097,SER-0021097,Server,HPE,ProLiant DL380 Gen10,HIPRHV99HB,2019-10-05,2019-11-03,2024-11-01,2027-07-31,EOL within 24 months,Retired,LOC-0008,Data & Analytics,High,Production,11500
AST-0021098,SER-0021098,Server,HPE,ProLiant DL380 Gen10,SJQNOQ742E,2021-07-03,2021-07-25,2025-07-24,2027-07-31,EOL within 24 months,Quarantined,LOC-0107,Risk,Critical,Production,11500
AST-0021099,SER-0021099,Server,Lenovo,ThinkSystem SR650 V2,M5FI2CHS03,2022-11-18,2022-11-22,2025-11-21,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0142,Risk,High,Production,12000
AST-0021100,SER-0021100,Server,Dell,PowerEdge R750,LVG6403R2V,2025-07-19,2025-08-01,2030-07-31,2028-06-30,Supported,In Service,LOC-0011,Technology,Medium,Production,13000
AST-0021101,SER-0021101,Server,HPE,ProLiant DL380 Gen11,9G9DHNB9E2,2025-07-21,2025-08-13,2028-08-12,2029-11-30,Supported,In Service,LOC-0118,Retail Banking,Medium,Production,14000
AST-0021102,SER-0021102,Server,HPE,ProLiant DL380 Gen10,ICB4WC5KBD,2020-04-17,2020-05-08,2025-05-07,2027-07-31,EOL within 24 months,In Service,LOC-0036,Retail Banking,Low,Production,11500
AST-0021103,SER-0021103,Server,Lenovo,ThinkSystem SR650 V2,UOPWAY93TL,2025-06-05,2025-07-03,2030-07-02,2028-04-30,EOL within 24 months,Quarantined,LOC-0111,Risk,High,Production,12000
AST-0021104,SER-0021104,Server,Lenovo,ThinkSystem SR650 V2,3QB40N7649,2023-11-11,2023-12-07,2027-12-06,2028-04-30,EOL within 24 months,Quarantined,LOC-0107,Legal & Compliance,Critical,Production,12000
AST-0021105,SER-0021105,Server,HPE,ProLiant DL380 Gen11,0RJHLR1RMP,2022-11-27,2022-12-13,2027-12-12,2029-11-30,Supported,Planned Refresh,LOC-0134,Retail Banking,High,Production,14000
AST-0021106,SER-0021106,Server,Dell,PowerEdge R650,QJ9OSQIBD3,2026-03-16,2026-03-29,2031-03-28,2028-06-30,Supported,In Service,LOC-0016,Technology,High,Production,10500
AST-0021107,SER-0021107,Server,Lenovo,ThinkSystem SR650 V2,P6N1G19VJW,2024-04-06,2024-04-11,2027-04-11,2028-04-30,EOL within 24 months,In Service,LOC-0007,Retail Banking,High,Production,12000
AST-0021108,SER-0021108,Server,Dell,PowerEdge R750,OU5TEW1MAB,2024-12-06,2025-01-13,2029-01-12,2028-06-30,Supported,Retired,LOC-0092,Cybersecurity,High,Production,13000
AST-0021109,SER-0021109,Server,HPE,ProLiant DL380 Gen11,ZR5GIW8W7F,2026-05-30,2026-07-03,2031-07-02,2029-11-30,Supported,In Service,LOC-0010,Data & Analytics,High,Production,14000
AST-0021110,SER-0021110,Server,HPE,ProLiant DL380 Gen11,RTO6O35ZVE,2025-06-04,2025-06-26,2028-06-25,2029-11-30,Supported,Planned Refresh,LOC-0021,Retail Banking,Low,Production,14000
AST-0021111,SER-0021111,Server,Dell,PowerEdge R750,GORU8174QI,2022-09-09,2022-09-19,2025-09-18,2028-06-30,Supported,Retired,LOC-0091,Retail Banking,Critical,Production,13000
AST-0021112,SER-0021112,Server,HPE,ProLiant DL380 Gen11,7LXT6K66G4,2023-09-17,2023-10-28,2027-10-27,2029-11-30,Supported,Retired,LOC-0103,Retail Banking,Medium,Production,14000
AST-0021113,SER-0021113,Server,HPE,ProLiant DL380 Gen11,BK4QE95IZ4,2024-04-12,2024-04-15,2027-04-15,2029-11-30,Supported,In Service,LOC-0040,Human Resources,Medium,Production,14000
AST-0021114,SER-0021114,Server,HPE,ProLiant DL380 Gen10,J8G4U7IHIC,2025-03-31,2025-05-09,2029-05-08,2027-07-31,EOL within 24 months,In Service,LOC-0152,Operations,High,Production,11500
